"Leaf_ID";"Experiment";"Phenotyping_type";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"6150_19/07/21";"Outdoor";"HT";0.6431779;0.6787563;0.7109086;0.7532671;0.7942698;0.8199018;0.8395484;0.8499834;0.8519644;0.8517141;0.8522585;0.8549029;0.8579248;0.8621129;0.8684413;0.8755205;0.8826890;0.8901191;0.8965724;0.9028695;0.9087789;0.9130352;0.9168472;0.9203372;0.9226430;0.9245332;0.9254892;0.9261082;0.9261286;0.9254350;0.9246355;0.9234349;0.9221995;0.9211402;0.9190462;0.9133609;0.9020479;0.8839093;0.8616234;0.8407175;0.8254383;0.8166779;0.8123567;0.8105218;0.8092598;0.8078841;0.8075956;0.8085731;0.8110607;0.8136703;0.8164663;0.8194415;0.8220289;0.8246606;0.8272097;0.8293867;0.8313162;0.8324625;0.8324282;0.8309466;0.8279931;0.8239403;0.8184643;0.8112267;0.8019291;0.7902989;0.7759278;0.7590880;0.7408215;0.7213102;0.7026937;0.6857722;0.6692031;0.6513298;0.6292190;0.5984933;0.5547124;0.4979451;0.4346531;0.3761158;0.3299524;0.2973899;0.2758597;0.2622750;0.2538245;0.2488520;0.2461849;0.2450464;0.2446718;0.2459952;0.2495485;0.2548257;0.2618936;0.2700345;0.2786905;0.2881592;0.2985734;0.3095493;0.3211549;0.3329966;0.3448847;0.3568644;0.3688511;0.3804798;0.3919708;0.4030789;0.4136910;0.4240474;0.4338419;0.4427840;0.4512590;0.4594783;0.4671388;0.4744626;0.4809495;0.4866468;0.4921669;0.4971422;0.5015090;0.5051772;0.5080862;0.5104070;0.5122685;0.5134040;0.5141633
"6156_22/07/21";"Outdoor";"HT";0.6023115;0.6356553;0.6642352;0.7034658;0.7414775;0.7632090;0.7813482;0.7909613;0.7926915;0.7916526;0.7918157;0.7941538;0.7974666;0.8014208;0.8068357;0.8133498;0.8201837;0.8269703;0.8333010;0.8390175;0.8443965;0.8490931;0.8533207;0.8563893;0.8590353;0.8611243;0.8624552;0.8628084;0.8628724;0.8628016;0.8623506;0.8618801;0.8612478;0.8606680;0.8592445;0.8541450;0.8435604;0.8263951;0.8052474;0.7854070;0.7708383;0.7625795;0.7587972;0.7571710;0.7560801;0.7547199;0.7544646;0.7557598;0.7580757;0.7605994;0.7632775;0.7659716;0.7685168;0.7709601;0.7731568;0.7751880;0.7768631;0.7780817;0.7781247;0.7767414;0.7740315;0.7700435;0.7648412;0.7582217;0.7496544;0.7386008;0.7250777;0.7094476;0.6924016;0.6742922;0.6568720;0.6408361;0.6253012;0.6088235;0.5886487;0.5605304;0.5206710;0.4692426;0.4121468;0.3594640;0.3180539;0.2889029;0.2696921;0.2577144;0.2502687;0.2458959;0.2435426;0.2426936;0.2425308;0.2438155;0.2469006;0.2516141;0.2579056;0.2653505;0.2733346;0.2820739;0.2914940;0.3015177;0.3119590;0.3225718;0.3332154;0.3438908;0.3545929;0.3648968;0.3751335;0.3850653;0.3945537;0.4036627;0.4123781;0.4203435;0.4279123;0.4352619;0.4421832;0.4486104;0.4545170;0.4596013;0.4644664;0.4689005;0.4728208;0.4761526;0.4788149;0.4810101;0.4826092;0.4836839;0.4843599
"6158_21/07/21";"Outdoor";"HT";0.6521234;0.6816731;0.7085593;0.7387381;0.7667847;0.7865723;0.8031089;0.8120168;0.8152913;0.8167791;0.8193963;0.8220022;0.8257614;0.8292812;0.8334112;0.8383286;0.8437147;0.8488080;0.8529801;0.8577833;0.8619469;0.8649596;0.8677263;0.8700980;0.8722058;0.8737456;0.8741585;0.8745652;0.8747954;0.8743780;0.8736375;0.8728932;0.8717687;0.8704235;0.8681659;0.8634911;0.8547787;0.8405743;0.8227339;0.8061759;0.7950493;0.7888532;0.7860804;0.7847988;0.7838382;0.7828774;0.7826465;0.7833183;0.7850873;0.7870675;0.7893775;0.7919448;0.7942803;0.7964927;0.7985882;0.8003998;0.8018584;0.8028528;0.8028917;0.8018257;0.7995334;0.7961607;0.7915716;0.7854368;0.7775956;0.7677229;0.7554747;0.7410863;0.7252209;0.7083773;0.6917712;0.6762992;0.6614709;0.6458139;0.6261681;0.5984076;0.5583196;0.5051919;0.4449868;0.3885135;0.3432742;0.3111137;0.2896499;0.2759299;0.2673755;0.2620304;0.2591610;0.2580678;0.2581017;0.2595993;0.2630253;0.2684832;0.2760132;0.2849113;0.2947605;0.3054442;0.3168895;0.3287439;0.3410588;0.3535191;0.3658032;0.3781194;0.3903468;0.4021704;0.4138545;0.4250737;0.4355528;0.4457617;0.4553845;0.4640869;0.4724210;0.4804455;0.4877744;0.4946635;0.5008871;0.5062749;0.5114655;0.5161225;0.5201887;0.5236406;0.5264573;0.5288524;0.5308124;0.5321747;0.5331328
"6161_19/07/21";"Outdoor";"HT";0.6708812;0.6990508;0.7264122;0.7588860;0.7904933;0.8110835;0.8286572;0.8380288;0.8409760;0.8420603;0.8442575;0.8480554;0.8517238;0.8559977;0.8607329;0.8657283;0.8718317;0.8775202;0.8822145;0.8871205;0.8918205;0.8950712;0.8981534;0.9010074;0.9034383;0.9047872;0.9057066;0.9064263;0.9070904;0.9068271;0.9063809;0.9060796;0.9051788;0.9044392;0.9030629;0.8989021;0.8904847;0.8765734;0.8593005;0.8429789;0.8316575;0.8257854;0.8233706;0.8221473;0.8214884;0.8207468;0.8206923;0.8219347;0.8240486;0.8263928;0.8288257;0.8313499;0.8337640;0.8359920;0.8380218;0.8398218;0.8411693;0.8420911;0.8420589;0.8408419;0.8386539;0.8353518;0.8309055;0.8252034;0.8177384;0.8081311;0.7961370;0.7821038;0.7665292;0.7498674;0.7336007;0.7183153;0.7032718;0.6870695;0.6669308;0.6384171;0.5970576;0.5419587;0.4789375;0.4188018;0.3701396;0.3352464;0.3121693;0.2975776;0.2887654;0.2837128;0.2812912;0.2806088;0.2810978;0.2832532;0.2876580;0.2942278;0.3031084;0.3133433;0.3245189;0.3365944;0.3494080;0.3625412;0.3761813;0.3897997;0.4031571;0.4164901;0.4294785;0.4419052;0.4542093;0.4659725;0.4769039;0.4875087;0.4974793;0.5065845;0.5153246;0.5235859;0.5312787;0.5385342;0.5450411;0.5507732;0.5562466;0.5611026;0.5653193;0.5689983;0.5719780;0.5743230;0.5761168;0.5771656;0.5777214
"6162_22/07/21";"Outdoor";"HT";0.5893744;0.6178656;0.6453908;0.6816530;0.7169330;0.7368215;0.7550951;0.7639778;0.7660511;0.7652894;0.7652338;0.7677705;0.7695030;0.7727547;0.7786981;0.7852974;0.7927487;0.7988416;0.8042577;0.8099989;0.8158074;0.8205539;0.8240575;0.8270946;0.8299465;0.8316420;0.8332521;0.8347137;0.8352333;0.8352198;0.8355793;0.8357079;0.8355788;0.8362944;0.8357262;0.8315309;0.8223925;0.8069761;0.7881874;0.7709358;0.7590698;0.7521073;0.7490648;0.7480173;0.7475759;0.7470986;0.7471188;0.7483883;0.7506190;0.7529569;0.7553909;0.7578249;0.7599188;0.7620093;0.7639977;0.7656043;0.7671667;0.7684093;0.7684767;0.7672742;0.7647894;0.7612035;0.7564836;0.7506046;0.7428092;0.7328150;0.7205247;0.7063419;0.6907867;0.6741698;0.6581423;0.6435624;0.6293245;0.6138121;0.5945949;0.5674750;0.5287547;0.4780820;0.4212327;0.3680542;0.3257965;0.2958553;0.2761868;0.2637374;0.2561731;0.2516781;0.2494558;0.2486497;0.2487632;0.2503016;0.2539180;0.2593690;0.2666536;0.2750375;0.2840962;0.2939760;0.3045726;0.3157336;0.3272279;0.3388504;0.3504238;0.3619869;0.3735335;0.3846461;0.3955157;0.4061009;0.4160809;0.4257661;0.4348770;0.4432001;0.4510927;0.4586725;0.4657293;0.4723713;0.4783554;0.4836229;0.4884715;0.4929573;0.4969782;0.5005800;0.5036040;0.5059313;0.5077514;0.5090530;0.5098477
"6165_21/07/21";"Outdoor";"HT";0.6868288;0.7155718;0.7401203;0.7735249;0.8043398;0.8240448;0.8400068;0.8489696;0.8508628;0.8510156;0.8517835;0.8542338;0.8559408;0.8587412;0.8632510;0.8679009;0.8734789;0.8786946;0.8830373;0.8880339;0.8921840;0.8952929;0.8982388;0.9007230;0.9027915;0.9042971;0.9053818;0.9060981;0.9061884;0.9058963;0.9059159;0.9058003;0.9053162;0.9050385;0.9039783;0.8998492;0.8915778;0.8785024;0.8621724;0.8468168;0.8357843;0.8296626;0.8270886;0.8258390;0.8251748;0.8244277;0.8243021;0.8252522;0.8268522;0.8287716;0.8307783;0.8327790;0.8346710;0.8364776;0.8382698;0.8399051;0.8412717;0.8423674;0.8424298;0.8410863;0.8386668;0.8355692;0.8313325;0.8258813;0.8188072;0.8098817;0.7986868;0.7855680;0.7711019;0.7554476;0.7401004;0.7256621;0.7115842;0.6962135;0.6769528;0.6494601;0.6093189;0.5553350;0.4931775;0.4334686;0.3848302;0.3498503;0.3264510;0.3116551;0.3025712;0.2972168;0.2945822;0.2938156;0.2941523;0.2961992;0.3007501;0.3075067;0.3165016;0.3269165;0.3382366;0.3503316;0.3632589;0.3764718;0.3901703;0.4038465;0.4172615;0.4306147;0.4437469;0.4563956;0.4687425;0.4806079;0.4917021;0.5024387;0.5124125;0.5215431;0.5301392;0.5382716;0.5457688;0.5528375;0.5591690;0.5647378;0.5700077;0.5747147;0.5787430;0.5822758;0.5852732;0.5876077;0.5894234;0.5905107;0.5911738
"6170_21/07/21";"Outdoor";"HT";0.7055887;0.7351216;0.7629488;0.7941623;0.8235559;0.8433415;0.8602765;0.8697115;0.8727496;0.8751303;0.8780702;0.8812002;0.8840978;0.8878309;0.8928461;0.8977562;0.9030557;0.9077713;0.9118341;0.9164859;0.9201196;0.9230199;0.9255379;0.9281761;0.9297046;0.9306320;0.9313382;0.9314364;0.9312825;0.9303488;0.9294142;0.9282381;0.9267428;0.9247015;0.9218830;0.9168261;0.9074748;0.8927669;0.8743340;0.8572211;0.8456050;0.8394853;0.8368045;0.8356606;0.8348230;0.8337320;0.8334776;0.8342952;0.8360901;0.8382367;0.8407123;0.8433412;0.8457964;0.8480714;0.8502535;0.8520510;0.8533933;0.8543027;0.8542487;0.8529327;0.8505556;0.8471276;0.8422790;0.8359182;0.8277907;0.8173314;0.8044684;0.7894262;0.7726369;0.7549344;0.7374223;0.7209136;0.7051395;0.6884072;0.6674821;0.6379663;0.5951103;0.5380307;0.4728857;0.4112820;0.3615735;0.3260814;0.3024631;0.2874127;0.2780713;0.2725024;0.2696840;0.2687361;0.2690198;0.2709614;0.2751634;0.2815371;0.2902440;0.3005078;0.3119979;0.3243723;0.3375040;0.3510468;0.3649549;0.3790291;0.3927578;0.4064791;0.4199656;0.4330088;0.4458450;0.4581653;0.4696242;0.4806669;0.4911057;0.5007075;0.5097947;0.5184574;0.5264745;0.5339979;0.5408083;0.5467979;0.5524521;0.5575212;0.5618530;0.5655676;0.5686642;0.5710901;0.5729285;0.5741473;0.5750298
"6176_19/07/21";"Outdoor";"HT";0.6487174;0.6834520;0.7131865;0.7543425;0.7922362;0.8161894;0.8349367;0.8450497;0.8467952;0.8470854;0.8474911;0.8504314;0.8528762;0.8568966;0.8630202;0.8696656;0.8762269;0.8828898;0.8888852;0.8946221;0.8999644;0.9043004;0.9078323;0.9108220;0.9129104;0.9146675;0.9158993;0.9162013;0.9162769;0.9159209;0.9153563;0.9144227;0.9134821;0.9124221;0.9103908;0.9054535;0.8948897;0.8775878;0.8565076;0.8366634;0.8223776;0.8140886;0.8103265;0.8089020;0.8079377;0.8067100;0.8064913;0.8077717;0.8100657;0.8125690;0.8154030;0.8181948;0.8207900;0.8231783;0.8255227;0.8276963;0.8293928;0.8304999;0.8304867;0.8290553;0.8263377;0.8223655;0.8169708;0.8102217;0.8014728;0.7903031;0.7764132;0.7602708;0.7426574;0.7239088;0.7058205;0.6892270;0.6729803;0.6553916;0.6336160;0.6032238;0.5598978;0.5033244;0.4400252;0.3809994;0.3340020;0.3008229;0.2789499;0.2650922;0.2566467;0.2517317;0.2493188;0.2482602;0.2481825;0.2496322;0.2535634;0.2593749;0.2669930;0.2756698;0.2848786;0.2948977;0.3059442;0.3174639;0.3296353;0.3419805;0.3543421;0.3668390;0.3791856;0.3911126;0.4029230;0.4143571;0.4252029;0.4357736;0.4457317;0.4548533;0.4635183;0.4718773;0.4797261;0.4871359;0.4937644;0.4996545;0.5052181;0.5103313;0.5147818;0.5185599;0.5216076;0.5240724;0.5259312;0.5270826;0.5277763
"6178_22/07/21";"Outdoor";"HT";0.6902409;0.7194745;0.7469635;0.7790541;0.8096325;0.8302258;0.8472406;0.8565987;0.8615004;0.8639768;0.8668247;0.8705337;0.8738048;0.8778537;0.8833728;0.8882136;0.8927130;0.8976178;0.9021444;0.9061951;0.9097119;0.9128139;0.9156588;0.9176270;0.9190498;0.9201914;0.9209444;0.9211416;0.9208185;0.9199969;0.9189070;0.9175924;0.9164412;0.9149385;0.9125756;0.9080391;0.8990732;0.8849340;0.8674343;0.8509375;0.8394030;0.8333384;0.8305514;0.8293478;0.8283150;0.8270177;0.8268632;0.8276803;0.8291904;0.8313786;0.8340800;0.8367936;0.8391470;0.8414082;0.8436470;0.8454984;0.8468421;0.8477427;0.8476708;0.8464485;0.8443411;0.8411084;0.8365419;0.8304851;0.8225099;0.8125344;0.8002978;0.7857920;0.7696094;0.7525201;0.7356176;0.7198078;0.7046665;0.6885134;0.6684091;0.6399097;0.5984179;0.5429838;0.4794396;0.4190193;0.3701661;0.3349043;0.3113685;0.2963904;0.2871295;0.2814804;0.2785574;0.2774402;0.2776579;0.2795245;0.2835132;0.2896682;0.2981648;0.3080719;0.3191601;0.3310784;0.3437792;0.3568044;0.3703104;0.3838362;0.3971467;0.4103934;0.4234301;0.4360737;0.4484203;0.4602859;0.4714757;0.4820508;0.4920762;0.5012899;0.5100658;0.5184683;0.5261982;0.5335519;0.5401420;0.5459783;0.5514190;0.5562916;0.5605632;0.5642326;0.5672992;0.5697195;0.5715526;0.5726998;0.5732676
"6181_23/07/21";"Outdoor";"HT";0.6310761;0.6610038;0.6883858;0.7230195;0.7577800;0.7779131;0.7944575;0.8030444;0.8048701;0.8042092;0.8044606;0.8076871;0.8095069;0.8127277;0.8177330;0.8233353;0.8300309;0.8360237;0.8413785;0.8465507;0.8518422;0.8561476;0.8597016;0.8625159;0.8647437;0.8668851;0.8683533;0.8689639;0.8695305;0.8696546;0.8699221;0.8697714;0.8695786;0.8694086;0.8680206;0.8634759;0.8541256;0.8386341;0.8196397;0.8020015;0.7896044;0.7827563;0.7797822;0.7785401;0.7779437;0.7773286;0.7772800;0.7784333;0.7805615;0.7828102;0.7851508;0.7875152;0.7896756;0.7917290;0.7937445;0.7956476;0.7972073;0.7983929;0.7983880;0.7968963;0.7942895;0.7906174;0.7858281;0.7796268;0.7716169;0.7614262;0.7486849;0.7339422;0.7177831;0.7004948;0.6836111;0.6680322;0.6528341;0.6364646;0.6161860;0.5875992;0.5466255;0.4930672;0.4331670;0.3773691;0.3332212;0.3020910;0.2816696;0.2690377;0.2613182;0.2568076;0.2546660;0.2539580;0.2542190;0.2559806;0.2598591;0.2655674;0.2733035;0.2821924;0.2919159;0.3023162;0.3135809;0.3252252;0.3374755;0.3497776;0.3620204;0.3743088;0.3864875;0.3981880;0.4097530;0.4209962;0.4315865;0.4418297;0.4514981;0.4602312;0.4685529;0.4765639;0.4839135;0.4908516;0.4970540;0.5024944;0.5076645;0.5123089;0.5164166;0.5198947;0.5228018;0.5252356;0.5270868;0.5281932;0.5288761
"6186_20/07/21";"Outdoor";"HT";0.6093356;0.6403310;0.6663634;0.7068969;0.7483868;0.7697995;0.7860299;0.7951194;0.7946362;0.7909980;0.7884321;0.7894710;0.7903237;0.7917131;0.7961512;0.8036047;0.8110170;0.8178913;0.8242363;0.8305881;0.8364907;0.8409847;0.8448488;0.8484371;0.8513199;0.8536427;0.8555061;0.8567314;0.8575223;0.8580741;0.8586835;0.8595683;0.8603301;0.8619265;0.8619848;0.8582839;0.8487558;0.8330682;0.8144486;0.7968521;0.7832785;0.7749183;0.7711014;0.7696783;0.7690412;0.7682111;0.7681104;0.7695084;0.7716500;0.7739401;0.7763634;0.7787385;0.7807889;0.7827658;0.7848184;0.7867173;0.7886401;0.7903018;0.7904727;0.7890262;0.7864836;0.7830976;0.7785481;0.7728618;0.7653840;0.7558344;0.7438900;0.7299447;0.7148025;0.6983514;0.6826024;0.6683300;0.6539701;0.6381821;0.6184336;0.5905499;0.5505118;0.4976571;0.4379554;0.3817390;0.3368865;0.3047687;0.2835241;0.2700748;0.2617295;0.2568865;0.2543618;0.2532785;0.2530333;0.2544884;0.2584308;0.2641902;0.2716768;0.2800982;0.2889729;0.2983824;0.3089201;0.3199807;0.3316825;0.3436323;0.3555393;0.3676371;0.3796295;0.3911683;0.4026830;0.4138037;0.4243338;0.4346754;0.4443539;0.4531389;0.4614229;0.4694713;0.4770017;0.4840412;0.4903580;0.4958553;0.5011406;0.5059500;0.5101880;0.5139354;0.5170316;0.5194739;0.5214030;0.5226274;0.5234437
"6187_19/07/21";"Outdoor";"HT";0.6391518;0.6683113;0.6947222;0.7319221;0.7669090;0.7869483;0.8021811;0.8092701;0.8100556;0.8075198;0.8062602;0.8077740;0.8082643;0.8100782;0.8153404;0.8213989;0.8280695;0.8340562;0.8394722;0.8452077;0.8500651;0.8538121;0.8575754;0.8608104;0.8634999;0.8656235;0.8667150;0.8673453;0.8680982;0.8680783;0.8679878;0.8682532;0.8682394;0.8683632;0.8676941;0.8635872;0.8542212;0.8390540;0.8209881;0.8038748;0.7911762;0.7838178;0.7801320;0.7785664;0.7778885;0.7769510;0.7767503;0.7779818;0.7799805;0.7820903;0.7842767;0.7863171;0.7881828;0.7900973;0.7920948;0.7939523;0.7957977;0.7973086;0.7974487;0.7961222;0.7935617;0.7900942;0.7855876;0.7798768;0.7723667;0.7628260;0.7508828;0.7369791;0.7219264;0.7057436;0.6899905;0.6756228;0.6615602;0.6459557;0.6264817;0.5989523;0.5589514;0.5062176;0.4464726;0.3904278;0.3456318;0.3137391;0.2926269;0.2791610;0.2706320;0.2655933;0.2628508;0.2615889;0.2614206;0.2628450;0.2666485;0.2723051;0.2798144;0.2884781;0.2976027;0.3074066;0.3182424;0.3296066;0.3415997;0.3539295;0.3662248;0.3786329;0.3910274;0.4030240;0.4147919;0.4263159;0.4372160;0.4478305;0.4578234;0.4668575;0.4753972;0.4836130;0.4912098;0.4984055;0.5048461;0.5104228;0.5158115;0.5206849;0.5250580;0.5290079;0.5322714;0.5349349;0.5370269;0.5384373;0.5394668
"6191_22/07/21";"Outdoor";"HT";0.5856316;0.6202063;0.6474327;0.7009862;0.7573458;0.7798880;0.7985657;0.8083261;0.8070785;0.7992564;0.7933342;0.7932575;0.7909344;0.7918106;0.7975287;0.8062241;0.8164894;0.8247932;0.8329984;0.8410981;0.8481407;0.8539211;0.8587461;0.8631425;0.8666840;0.8696857;0.8719021;0.8735084;0.8750306;0.8762630;0.8775701;0.8792936;0.8808619;0.8839754;0.8847177;0.8813091;0.8708095;0.8534682;0.8334493;0.8142768;0.7987387;0.7891437;0.7845399;0.7827018;0.7822821;0.7817379;0.7816131;0.7832197;0.7858508;0.7881856;0.7904887;0.7929684;0.7950345;0.7968867;0.7989861;0.8011789;0.8032597;0.8051272;0.8053681;0.8035760;0.8003858;0.7965864;0.7918301;0.7859132;0.7780598;0.7680728;0.7555296;0.7410408;0.7253757;0.7083386;0.6921513;0.6777027;0.6631176;0.6467174;0.6259187;0.5968453;0.5553996;0.5012280;0.4406564;0.3844036;0.3397914;0.3084826;0.2878099;0.2748467;0.2668560;0.2623254;0.2599433;0.2588794;0.2585410;0.2598627;0.2636570;0.2691713;0.2763298;0.2844184;0.2928330;0.3019851;0.3121381;0.3227992;0.3341780;0.3457519;0.3575350;0.3694367;0.3813018;0.3928066;0.4042050;0.4152488;0.4259746;0.4363180;0.4460632;0.4548311;0.4631424;0.4711557;0.4788249;0.4859370;0.4922499;0.4977819;0.5029320;0.5077550;0.5120062;0.5157010;0.5186784;0.5210568;0.5229259;0.5242530;0.5251705
"6195_21/07/21";"Outdoor";"HT";0.6544713;0.6855761;0.7129552;0.7512862;0.7890315;0.8102135;0.8271981;0.8367962;0.8385316;0.8374221;0.8374154;0.8401330;0.8415563;0.8439269;0.8491452;0.8548655;0.8617033;0.8679408;0.8737822;0.8795817;0.8848224;0.8890600;0.8926066;0.8956103;0.8980563;0.8997133;0.9011416;0.9014451;0.9017052;0.9017394;0.9017674;0.9019225;0.9013278;0.9010336;0.8997758;0.8951246;0.8856849;0.8700659;0.8509131;0.8330752;0.8202089;0.8127634;0.8092729;0.8077599;0.8067883;0.8058316;0.8058040;0.8070861;0.8091287;0.8115761;0.8142769;0.8167819;0.8188872;0.8209678;0.8230757;0.8249515;0.8265457;0.8278818;0.8279304;0.8265161;0.8240573;0.8203698;0.8157237;0.8098011;0.8019873;0.7919674;0.7795415;0.7650616;0.7490987;0.7320069;0.7154222;0.7000302;0.6849398;0.6686302;0.6484990;0.6201209;0.5794227;0.5257533;0.4651494;0.4081748;0.3624768;0.3299478;0.3083463;0.2946750;0.2861978;0.2811861;0.2785777;0.2776388;0.2776790;0.2792396;0.2830174;0.2887743;0.2963933;0.3052987;0.3147580;0.3250881;0.3362404;0.3477098;0.3597737;0.3720041;0.3842184;0.3965632;0.4087387;0.4204672;0.4319561;0.4431676;0.4537473;0.4640073;0.4737063;0.4825359;0.4909302;0.4989672;0.5064765;0.5135591;0.5199204;0.5254331;0.5307120;0.5355105;0.5397476;0.5435831;0.5466381;0.5490005;0.5507976;0.5518171;0.5524452
"6197_19/07/21";"Outdoor";"HT";0.6266598;0.6608435;0.6907049;0.7298318;0.7662859;0.7902244;0.8088415;0.8191402;0.8218914;0.8216933;0.8229482;0.8266553;0.8293985;0.8339763;0.8399520;0.8464243;0.8532467;0.8595422;0.8655476;0.8711492;0.8763087;0.8807666;0.8843727;0.8874301;0.8895126;0.8913311;0.8928069;0.8930857;0.8930682;0.8927714;0.8919446;0.8910605;0.8898888;0.8886459;0.8864412;0.8807913;0.8695393;0.8515824;0.8295746;0.8088335;0.7941916;0.7860910;0.7824961;0.7807773;0.7795591;0.7782940;0.7779552;0.7788194;0.7811503;0.7839228;0.7870369;0.7903428;0.7933306;0.7961617;0.7988104;0.8011284;0.8028964;0.8040670;0.8040704;0.8026560;0.8000330;0.7960859;0.7906440;0.7836431;0.7745452;0.7629058;0.7486472;0.7320193;0.7137035;0.6944294;0.6757063;0.6583215;0.6417104;0.6240570;0.6024567;0.5727014;0.5306398;0.4764809;0.4166569;0.3618051;0.3188244;0.2885646;0.2689541;0.2566200;0.2491213;0.2447261;0.2425672;0.2419647;0.2421397;0.2436871;0.2470071;0.2520435;0.2588891;0.2669874;0.2759643;0.2856961;0.2962222;0.3070432;0.3183809;0.3298603;0.3411248;0.3524420;0.3637888;0.3747115;0.3855176;0.3960046;0.4058872;0.4154247;0.4244895;0.4329391;0.4410153;0.4487218;0.4559245;0.4627564;0.4689793;0.4744337;0.4796305;0.4843005;0.4882801;0.4917433;0.4945059;0.4965251;0.4978625;0.4985865;0.4990176
"6201_22/07/21";"Outdoor";"HT";0.6190179;0.6502318;0.6759940;0.7200108;0.7649973;0.7864378;0.8044185;0.8151842;0.8157923;0.8126783;0.8099987;0.8123770;0.8127007;0.8144007;0.8194329;0.8257066;0.8331891;0.8400775;0.8459673;0.8518873;0.8572130;0.8623274;0.8659812;0.8688531;0.8719192;0.8741749;0.8758188;0.8767076;0.8780419;0.8786011;0.8791109;0.8802191;0.8808696;0.8823904;0.8826945;0.8792523;0.8696431;0.8538170;0.8351587;0.8179198;0.8047092;0.7969318;0.7929664;0.7913657;0.7908077;0.7899348;0.7897557;0.7911188;0.7931448;0.7952042;0.7975514;0.8001444;0.8022756;0.8043453;0.8066247;0.8085815;0.8103730;0.8119321;0.8121051;0.8106899;0.8080750;0.8046033;0.7999360;0.7942143;0.7867257;0.7770878;0.7649234;0.7506991;0.7352614;0.7184744;0.7024501;0.6877238;0.6729644;0.6568907;0.6366040;0.6080895;0.5669291;0.5126655;0.4513861;0.3939526;0.3482168;0.3155490;0.2942649;0.2807548;0.2725230;0.2675782;0.2652078;0.2644686;0.2646109;0.2664396;0.2704190;0.2764692;0.2844289;0.2937420;0.3037762;0.3146842;0.3263698;0.3385377;0.3510859;0.3636964;0.3762552;0.3888276;0.4012174;0.4133027;0.4251637;0.4365320;0.4473522;0.4577632;0.4675316;0.4764663;0.4849101;0.4931137;0.5006583;0.5077580;0.5141613;0.5198066;0.5250666;0.5298606;0.5341350;0.5378166;0.5409465;0.5434741;0.5454596;0.5468149;0.5477666
