"Leaf_ID";"Experiment";"Phenotyping_type";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"4082_2022-07-19_HD";"Greenhouse";"HT";0.7548052;0.7811446;0.8040677;0.8297678;0.8518733;0.8690097;0.8837558;0.8919363;0.8956218;0.8985420;0.9012505;0.9043404;0.9075641;0.9108770;0.9142074;0.9174945;0.9210565;0.9246439;0.9275120;0.9304333;0.9331709;0.9354572;0.9371244;0.9387200;0.9399052;0.9406337;0.9411651;0.9412995;0.9412494;0.9407666;0.9400675;0.9392108;0.9380111;0.9364714;0.9342929;0.9307167;0.9232862;0.9097749;0.8973006;0.8868470;0.8786719;0.8739884;0.8712563;0.8694633;0.8677988;0.8663667;0.8654769;0.8655251;0.8666933;0.8686761;0.8712296;0.8739620;0.8766160;0.8788944;0.8807480;0.8823652;0.8835151;0.8839755;0.8839315;0.8834405;0.8822527;0.8797927;0.8762675;0.8717740;0.8659583;0.8584223;0.8488850;0.8374652;0.8243913;0.8102657;0.7959832;0.7824797;0.7695076;0.7556329;0.7383889;0.7140262;0.6778799;0.6277526;0.5672566;0.5063160;0.4539571;0.4140030;0.3859719;0.3670539;0.3546961;0.3469356;0.3426379;0.3407807;0.3405707;0.3422969;0.3464977;0.3532174;0.3627660;0.3741843;0.3867018;0.4000923;0.4140756;0.4281842;0.4424469;0.4564680;0.4699945;0.4830894;0.4957761;0.5077859;0.5193257;0.5303377;0.5404357;0.5501734;0.5594578;0.5680081;0.5762782;0.5841458;0.5914771;0.5985405;0.6050781;0.6109477;0.6165563;0.6214950;0.6258054;0.6296628;0.6330112;0.6357581;0.6379816;0.6394058;0.6403461
"4083_2022-07-25_HD";"Greenhouse";"HT";0.7529734;0.7784855;0.8031841;0.8282669;0.8516091;0.8692228;0.8838393;0.8917221;0.8961980;0.8994363;0.9027903;0.9059786;0.9092893;0.9134087;0.9170837;0.9205480;0.9246284;0.9279140;0.9307751;0.9339860;0.9369177;0.9389682;0.9408826;0.9425261;0.9436145;0.9446661;0.9449248;0.9450033;0.9445405;0.9439784;0.9433296;0.9422998;0.9408668;0.9389419;0.9364748;0.9325495;0.9249609;0.9113757;0.8975769;0.8860002;0.8772679;0.8726375;0.8704105;0.8691288;0.8678966;0.8667043;0.8661715;0.8663233;0.8677099;0.8700493;0.8725957;0.8752455;0.8776811;0.8798983;0.8819253;0.8835420;0.8847370;0.8852616;0.8851573;0.8843949;0.8828777;0.8801045;0.8761818;0.8712041;0.8647770;0.8565344;0.8462609;0.8340143;0.8202487;0.8054600;0.7907211;0.7767840;0.7633881;0.7489855;0.7310025;0.7053339;0.6675233;0.6157070;0.5544613;0.4940944;0.4435013;0.4058122;0.3800290;0.3632943;0.3526778;0.3462694;0.3429666;0.3417973;0.3419615;0.3438777;0.3482265;0.3550082;0.3644962;0.3757314;0.3880816;0.4013372;0.4151373;0.4292419;0.4435544;0.4577415;0.4715199;0.4851179;0.4983029;0.5108563;0.5231244;0.5348525;0.5456399;0.5559875;0.5657071;0.5746671;0.5830504;0.5910694;0.5983649;0.6052646;0.6115256;0.6170876;0.6221927;0.6267211;0.6305505;0.6338297;0.6365634;0.6387759;0.6402893;0.6409853;0.6410444
"4085_2022-07-19_HD";"Greenhouse";"HT";0.6884638;0.7177953;0.7438539;0.7725651;0.7977901;0.8173359;0.8327868;0.8413360;0.8442603;0.8463532;0.8493065;0.8528929;0.8565578;0.8604869;0.8648931;0.8690150;0.8734717;0.8781142;0.8817974;0.8856593;0.8891643;0.8919741;0.8942434;0.8963022;0.8979439;0.8989387;0.8995123;0.8996846;0.8995647;0.8990429;0.8979775;0.8967805;0.8952506;0.8932789;0.8904258;0.8856105;0.8757449;0.8571794;0.8412236;0.8285154;0.8185545;0.8130771;0.8102629;0.8086878;0.8072401;0.8058649;0.8052778;0.8056284;0.8073350;0.8097648;0.8127808;0.8158670;0.8187534;0.8213225;0.8235431;0.8254958;0.8269218;0.8275768;0.8275205;0.8267485;0.8250547;0.8217858;0.8171811;0.8114006;0.8039798;0.7944950;0.7825992;0.7684570;0.7525486;0.7356301;0.7188063;0.7032484;0.6885944;0.6729690;0.6535925;0.6262167;0.5863828;0.5329569;0.4714627;0.4123140;0.3639739;0.3286978;0.3048731;0.2893428;0.2794817;0.2734379;0.2702293;0.2688584;0.2688214;0.2703362;0.2739077;0.2795735;0.2877213;0.2975923;0.3085105;0.3203329;0.3327401;0.3455271;0.3586042;0.3718172;0.3846531;0.3974552;0.4100472;0.4221547;0.4340286;0.4454510;0.4560325;0.4662678;0.4760084;0.4849501;0.4935493;0.5017139;0.5092357;0.5163597;0.5229040;0.5287206;0.5341795;0.5389195;0.5431904;0.5471099;0.5503187;0.5528614;0.5548307;0.5560314;0.5567884
"4086_2022-07-25_HD";"Greenhouse";"HT";0.7143682;0.7418112;0.7690169;0.7962842;0.8216186;0.8415821;0.8574971;0.8658113;0.8698582;0.8733860;0.8766160;0.8801554;0.8834207;0.8878417;0.8918851;0.8955735;0.9004719;0.9044629;0.9075599;0.9114604;0.9149172;0.9173880;0.9195452;0.9213020;0.9226831;0.9238174;0.9244126;0.9243771;0.9240021;0.9235734;0.9227388;0.9214462;0.9198800;0.9178052;0.9149771;0.9104744;0.9015747;0.8856031;0.8697991;0.8567237;0.8467733;0.8412393;0.8385936;0.8370083;0.8354850;0.8341837;0.8334014;0.8336064;0.8352131;0.8376097;0.8404686;0.8433436;0.8459818;0.8484964;0.8507698;0.8525079;0.8538614;0.8543230;0.8541759;0.8534112;0.8517522;0.8485427;0.8440879;0.8385013;0.8311867;0.8218415;0.8103243;0.7966487;0.7812491;0.7648121;0.7485089;0.7331803;0.7185628;0.7030671;0.6839133;0.6568846;0.6174626;0.5643418;0.5027800;0.4432283;0.3941210;0.3581883;0.3338264;0.3180702;0.3080496;0.3019975;0.2987880;0.2975484;0.2976005;0.2992221;0.3029727;0.3089265;0.3173335;0.3274744;0.3386679;0.3506747;0.3634819;0.3764767;0.3897379;0.4030823;0.4160643;0.4289264;0.4414625;0.4535322;0.4653546;0.4766981;0.4871336;0.4972951;0.5068866;0.5157136;0.5241381;0.5321428;0.5395686;0.5465403;0.5529233;0.5586242;0.5639174;0.5686261;0.5726883;0.5762033;0.5791135;0.5814829;0.5831657;0.5841041;0.5843649
"4464_2022-06-07_HD";"Greenhouse";"HT";0.7109221;0.7402700;0.7670548;0.7970004;0.8256601;0.8468983;0.8642000;0.8752142;0.8796794;0.8829348;0.8867425;0.8907712;0.8945148;0.8992471;0.9043282;0.9090061;0.9137386;0.9181896;0.9220398;0.9257137;0.9290398;0.9314660;0.9340136;0.9362542;0.9374979;0.9384253;0.9392137;0.9390128;0.9389513;0.9383490;0.9373947;0.9361166;0.9345759;0.9324839;0.9297835;0.9253861;0.9161202;0.8995500;0.8832947;0.8698930;0.8603028;0.8553014;0.8530903;0.8517579;0.8507654;0.8496552;0.8493584;0.8500777;0.8516086;0.8537097;0.8563538;0.8590895;0.8616863;0.8640238;0.8660462;0.8676628;0.8690280;0.8695557;0.8693170;0.8683823;0.8665295;0.8633167;0.8588727;0.8530661;0.8455383;0.8361263;0.8243369;0.8103237;0.7946052;0.7778839;0.7612934;0.7458383;0.7310838;0.7152227;0.6953616;0.6670859;0.6257273;0.5699928;0.5052732;0.4428833;0.3919116;0.3545821;0.3295674;0.3133635;0.3032401;0.2970914;0.2940472;0.2928595;0.2930198;0.2949540;0.2991671;0.3058103;0.3149814;0.3259794;0.3381409;0.3511275;0.3648839;0.3790059;0.3935484;0.4080089;0.4221335;0.4361712;0.4499445;0.4631435;0.4760773;0.4884322;0.4999491;0.5108839;0.5212614;0.5308513;0.5399240;0.5484525;0.5563631;0.5638481;0.5706016;0.5765942;0.5821963;0.5872050;0.5916161;0.5955217;0.5988826;0.6015601;0.6035881;0.6047776;0.6053834
"4465_2022-06-02_HD";"Greenhouse";"HT";0.6917286;0.7219033;0.7499195;0.7786155;0.8056021;0.8263929;0.8439608;0.8530974;0.8581985;0.8616500;0.8641723;0.8682797;0.8720928;0.8771521;0.8815857;0.8859810;0.8911143;0.8956792;0.8995539;0.9037689;0.9074046;0.9102379;0.9125997;0.9151105;0.9166855;0.9174848;0.9176428;0.9178718;0.9177531;0.9169026;0.9158460;0.9145070;0.9126347;0.9102715;0.9071864;0.9020126;0.8917351;0.8735789;0.8558398;0.8415545;0.8311716;0.8255808;0.8229295;0.8215633;0.8201975;0.8188122;0.8185633;0.8192460;0.8209406;0.8233039;0.8258903;0.8284430;0.8310564;0.8334647;0.8355111;0.8373294;0.8386383;0.8390446;0.8388617;0.8377948;0.8356995;0.8321813;0.8272712;0.8208232;0.8125790;0.8021853;0.7893809;0.7741958;0.7572852;0.7395798;0.7219339;0.7055096;0.6900522;0.6736091;0.6532028;0.6243627;0.5826539;0.5272285;0.4640950;0.4042317;0.3560184;0.3213179;0.2980832;0.2831369;0.2736589;0.2680154;0.2650455;0.2637626;0.2638909;0.2655851;0.2693170;0.2751717;0.2833733;0.2932595;0.3042607;0.3162143;0.3288562;0.3419035;0.3553317;0.3688293;0.3820367;0.3952453;0.4082229;0.4208086;0.4331064;0.4449206;0.4559742;0.4665213;0.4765994;0.4859296;0.4947563;0.5032419;0.5109861;0.5183534;0.5250157;0.5310633;0.5367460;0.5417624;0.5461703;0.5498713;0.5531211;0.5558501;0.5579504;0.5592817;0.5600770
"4466_2022-06-02_HD";"Greenhouse";"HT";0.6833002;0.7139133;0.7433022;0.7724802;0.8006715;0.8218137;0.8399803;0.8484760;0.8537430;0.8568715;0.8595208;0.8634541;0.8677417;0.8727300;0.8774677;0.8820176;0.8869673;0.8918778;0.8960961;0.9006557;0.9045658;0.9074471;0.9101394;0.9125974;0.9139958;0.9150094;0.9151004;0.9151921;0.9151030;0.9142794;0.9131118;0.9115314;0.9095567;0.9070131;0.9037997;0.8983450;0.8874425;0.8682605;0.8495031;0.8345008;0.8235085;0.8178173;0.8153115;0.8139658;0.8127087;0.8115151;0.8112379;0.8119175;0.8138154;0.8160040;0.8186039;0.8213606;0.8239230;0.8263836;0.8284546;0.8302171;0.8317237;0.8321414;0.8319284;0.8308082;0.8286254;0.8250159;0.8198891;0.8131209;0.8044885;0.7937399;0.7805372;0.7648470;0.7475055;0.7294114;0.7114032;0.6946648;0.6790471;0.6625011;0.6419839;0.6129840;0.5711809;0.5160213;0.4535078;0.3947349;0.3476055;0.3139565;0.2916598;0.2773550;0.2683594;0.2629953;0.2602051;0.2591811;0.2593172;0.2609552;0.2646322;0.2703414;0.2782918;0.2879751;0.2986958;0.3103422;0.3227463;0.3354543;0.3485651;0.3618039;0.3747910;0.3878179;0.4005906;0.4130256;0.4252485;0.4369432;0.4478774;0.4584259;0.4684412;0.4776856;0.4864575;0.4948040;0.5025176;0.5097833;0.5164012;0.5223228;0.5279092;0.5328136;0.5371941;0.5409949;0.5442548;0.5469114;0.5489538;0.5502570;0.5511629
"4467_2022-06-07_HD";"Greenhouse";"HT";0.7451955;0.7732028;0.7975991;0.8262407;0.8526171;0.8729190;0.8891524;0.8993579;0.9046028;0.9078319;0.9119022;0.9158591;0.9194905;0.9244194;0.9288425;0.9326146;0.9371472;0.9413445;0.9446533;0.9478493;0.9506276;0.9530766;0.9554139;0.9568837;0.9580888;0.9587693;0.9592517;0.9591983;0.9592409;0.9586495;0.9578398;0.9565845;0.9549730;0.9530996;0.9506104;0.9464694;0.9383844;0.9241591;0.9092961;0.8968420;0.8881084;0.8836079;0.8816563;0.8805201;0.8796457;0.8786985;0.8784871;0.8792020;0.8807289;0.8828105;0.8853891;0.8880308;0.8905394;0.8926499;0.8945023;0.8960832;0.8971790;0.8976950;0.8975728;0.8966474;0.8948547;0.8919587;0.8879287;0.8826229;0.8757975;0.8671777;0.8563391;0.8434698;0.8289583;0.8134561;0.7979479;0.7832499;0.7691874;0.7539898;0.7348084;0.7073864;0.6669655;0.6115912;0.5463088;0.4821021;0.4285756;0.3889660;0.3622679;0.3451726;0.3343555;0.3280535;0.3250395;0.3241764;0.3245086;0.3268488;0.3317135;0.3391886;0.3494018;0.3615149;0.3747868;0.3889162;0.4037811;0.4188994;0.4343287;0.4495934;0.4644335;0.4791341;0.4934149;0.5070422;0.5203734;0.5329403;0.5446178;0.5557025;0.5661332;0.5757856;0.5847921;0.5932994;0.6011103;0.6084786;0.6151013;0.6209621;0.6264120;0.6312638;0.6355365;0.6392654;0.6424794;0.6450090;0.6467946;0.6478248;0.6483728
"4468_2022-06-07_HD";"Greenhouse";"HT";0.7499327;0.7742411;0.7940099;0.8187812;0.8416631;0.8595801;0.8730451;0.8826642;0.8873591;0.8904601;0.8935219;0.8969677;0.8996570;0.9035414;0.9077424;0.9114508;0.9148791;0.9183162;0.9212413;0.9239754;0.9267746;0.9287416;0.9306772;0.9323452;0.9334968;0.9341849;0.9346661;0.9346356;0.9347990;0.9344680;0.9338462;0.9329607;0.9318208;0.9305286;0.9286317;0.9250112;0.9178090;0.9051445;0.8931409;0.8835530;0.8766014;0.8732238;0.8718313;0.8709346;0.8704346;0.8698262;0.8697269;0.8705582;0.8717873;0.8734376;0.8754297;0.8774559;0.8793605;0.8810396;0.8825945;0.8839077;0.8848770;0.8852234;0.8851374;0.8844353;0.8829117;0.8804249;0.8769525;0.8724628;0.8666590;0.8593600;0.8501234;0.8390944;0.8266394;0.8132830;0.7999218;0.7873091;0.7751510;0.7618278;0.7448383;0.7201018;0.6828997;0.6310561;0.5688739;0.5066124;0.4539254;0.4145526;0.3876138;0.3699865;0.3588769;0.3521354;0.3488495;0.3476936;0.3481136;0.3506205;0.3558342;0.3638331;0.3747025;0.3875119;0.4014252;0.4161470;0.4316452;0.4472947;0.4631935;0.4788771;0.4940582;0.5090364;0.5234988;0.5372942;0.5506514;0.5632539;0.5749201;0.5859585;0.5962996;0.6057680;0.6146387;0.6229935;0.6306558;0.6378370;0.6443194;0.6500420;0.6554057;0.6601669;0.6643604;0.6681127;0.6713988;0.6740261;0.6759944;0.6772334;0.6779308
"4469_2022-06-02_HD";"Greenhouse";"HT";0.7734103;0.8006996;0.8254337;0.8520085;0.8760420;0.8950041;0.9115393;0.9204152;0.9257718;0.9297931;0.9328710;0.9365909;0.9403848;0.9443996;0.9482364;0.9519284;0.9557431;0.9590812;0.9623871;0.9658458;0.9687056;0.9708756;0.9725496;0.9747341;0.9756746;0.9761162;0.9765925;0.9767159;0.9764837;0.9758128;0.9749894;0.9740166;0.9723904;0.9704119;0.9679636;0.9638937;0.9562598;0.9431949;0.9288521;0.9165675;0.9078825;0.9033316;0.9011739;0.9000977;0.8990611;0.8980605;0.8978835;0.8984762;0.9000634;0.9020446;0.9043530;0.9067482;0.9090109;0.9110606;0.9128215;0.9143163;0.9154866;0.9158471;0.9157056;0.9148913;0.9131864;0.9103169;0.9063901;0.9011142;0.8942581;0.8857533;0.8752958;0.8626598;0.8484165;0.8332808;0.8180430;0.8036101;0.7898114;0.7749029;0.7562074;0.7292940;0.6893985;0.6343605;0.5688025;0.5038793;0.4492356;0.4086179;0.3808646;0.3627254;0.3511991;0.3442903;0.3407343;0.3394318;0.3397372;0.3420284;0.3468944;0.3544915;0.3648991;0.3772794;0.3908938;0.4054917;0.4207599;0.4362634;0.4520124;0.4675806;0.4828093;0.4977038;0.5122427;0.5261513;0.5395873;0.5524301;0.5642165;0.5754702;0.5860589;0.5957785;0.6049685;0.6136377;0.6215211;0.6290109;0.6356847;0.6416456;0.6472090;0.6521417;0.6564944;0.6601598;0.6634017;0.6659879;0.6678596;0.6688846;0.6693732
"4342_2022-07-11_HD";"Greenhouse";"HT";0.7205978;0.7496316;0.7761595;0.8048734;0.8288891;0.8480491;0.8642318;0.8722308;0.8758899;0.8790203;0.8818615;0.8851239;0.8885794;0.8930911;0.8971072;0.9011913;0.9053514;0.9095571;0.9136739;0.9170909;0.9204004;0.9231275;0.9253050;0.9272771;0.9285669;0.9294365;0.9300088;0.9299254;0.9298357;0.9293974;0.9283693;0.9270708;0.9253204;0.9230555;0.9203058;0.9157640;0.9064607;0.8900194;0.8735479;0.8597327;0.8494770;0.8439045;0.8411835;0.8395028;0.8379219;0.8364281;0.8357806;0.8361296;0.8378189;0.8401066;0.8427424;0.8456970;0.8483954;0.8508336;0.8531057;0.8548474;0.8561709;0.8567754;0.8565791;0.8556049;0.8539245;0.8507187;0.8461130;0.8402267;0.8326046;0.8230357;0.8111917;0.7970032;0.7811781;0.7643825;0.7475901;0.7318888;0.7170318;0.7012748;0.6818844;0.6546503;0.6149879;0.5616791;0.4997114;0.4397167;0.3900130;0.3533394;0.3283609;0.3120218;0.3016230;0.2952769;0.2920231;0.2905840;0.2906586;0.2922924;0.2961341;0.3021322;0.3107093;0.3208561;0.3320959;0.3442428;0.3570997;0.3701597;0.3834767;0.3967564;0.4096442;0.4224287;0.4348999;0.4467860;0.4585438;0.4696726;0.4800130;0.4900499;0.4995243;0.5083121;0.5167543;0.5247870;0.5322468;0.5393216;0.5457688;0.5515627;0.5570701;0.5618468;0.5660232;0.5695744;0.5725690;0.5750677;0.5769684;0.5780077;0.5785110
"4344_2022-07-11_HD";"Greenhouse";"HT";0.7618249;0.7878620;0.8124868;0.8368535;0.8595080;0.8773209;0.8915482;0.8993263;0.9026593;0.9053987;0.9089863;0.9120036;0.9154478;0.9191780;0.9227579;0.9261745;0.9296984;0.9332768;0.9363052;0.9394708;0.9424048;0.9446162;0.9465274;0.9484828;0.9494680;0.9501691;0.9505948;0.9507246;0.9506224;0.9500794;0.9492165;0.9482215;0.9467421;0.9449159;0.9424896;0.9386139;0.9311806;0.9175268;0.9036257;0.8918872;0.8834410;0.8790116;0.8771593;0.8760307;0.8748411;0.8737925;0.8734745;0.8738735;0.8753201;0.8772176;0.8794794;0.8817218;0.8838988;0.8859985;0.8878673;0.8893412;0.8904116;0.8908938;0.8907677;0.8899793;0.8884270;0.8856485;0.8819550;0.8770273;0.8705088;0.8623391;0.8521918;0.8401340;0.8265148;0.8119869;0.7974483;0.7837795;0.7706639;0.7566434;0.7390998;0.7140092;0.6767055;0.6254154;0.5643893;0.5037134;0.4524395;0.4138530;0.3872859;0.3696840;0.3583831;0.3514014;0.3477468;0.3461734;0.3463291;0.3482992;0.3528012;0.3598564;0.3696624;0.3812808;0.3940229;0.4076844;0.4219286;0.4363809;0.4510796;0.4656635;0.4797794;0.4935711;0.5070815;0.5199031;0.5324031;0.5443252;0.5552346;0.5657744;0.5757042;0.5848228;0.5934870;0.6016856;0.6092456;0.6164237;0.6229248;0.6286834;0.6340722;0.6387634;0.6429431;0.6467895;0.6500031;0.6525269;0.6543295;0.6551797;0.6553899
"4345_2022-07-11_HD";"Greenhouse";"HT";0.7271696;0.7538280;0.7785214;0.8042692;0.8271116;0.8445120;0.8586299;0.8669410;0.8699095;0.8732135;0.8762125;0.8793134;0.8825259;0.8861182;0.8902413;0.8942674;0.8979813;0.9017814;0.9054951;0.9095483;0.9126186;0.9148372;0.9168240;0.9188620;0.9203438;0.9210891;0.9218046;0.9216915;0.9214799;0.9209801;0.9200826;0.9187997;0.9171904;0.9153973;0.9128036;0.9083713;0.8997208;0.8837119;0.8684007;0.8560011;0.8468068;0.8419264;0.8395556;0.8381453;0.8369123;0.8356124;0.8352086;0.8356199;0.8372168;0.8393700;0.8418256;0.8444254;0.8468253;0.8490415;0.8511601;0.8528627;0.8540651;0.8544351;0.8543268;0.8535730;0.8518048;0.8487189;0.8443994;0.8388996;0.8318172;0.8229497;0.8118603;0.7986051;0.7839335;0.7682743;0.7526453;0.7380836;0.7241835;0.7094007;0.6910446;0.6649721;0.6268503;0.5754223;0.5154382;0.4568389;0.4081566;0.3720981;0.3473521;0.3312258;0.3209406;0.3146676;0.3113408;0.3099448;0.3100472;0.3117739;0.3156730;0.3220021;0.3308955;0.3414711;0.3530007;0.3655017;0.3786174;0.3918926;0.4055914;0.4191105;0.4322905;0.4453187;0.4580866;0.4702623;0.4822138;0.4936042;0.5040996;0.5142369;0.5237528;0.5325810;0.5409309;0.5488683;0.5560773;0.5629589;0.5691533;0.5746728;0.5798928;0.5844380;0.5883646;0.5916701;0.5944970;0.5969380;0.5986978;0.5995264;0.5997938
"4346_2022-07-11_HD";"Greenhouse";"HT";0.7467661;0.7712789;0.7947232;0.8189847;0.8410495;0.8573422;0.8711062;0.8789201;0.8818974;0.8856303;0.8887230;0.8916088;0.8945022;0.8984598;0.9022651;0.9057419;0.9094277;0.9130644;0.9163258;0.9198355;0.9227437;0.9245359;0.9264982;0.9284035;0.9295456;0.9303678;0.9310173;0.9310197;0.9309315;0.9305608;0.9298131;0.9286576;0.9272928;0.9257808;0.9234489;0.9195251;0.9119524;0.8979990;0.8845200;0.8736014;0.8656669;0.8616562;0.8599148;0.8591094;0.8584289;0.8576532;0.8574344;0.8579431;0.8594468;0.8612999;0.8635285;0.8658121;0.8678276;0.8698404;0.8717046;0.8732491;0.8743769;0.8747504;0.8747070;0.8740873;0.8725325;0.8698400;0.8659643;0.8610158;0.8547712;0.8468028;0.8367635;0.8247374;0.8113289;0.7969251;0.7824783;0.7689735;0.7560266;0.7420598;0.7245490;0.6993986;0.6618264;0.6102383;0.5490346;0.4883680;0.4373051;0.3994218;0.3735201;0.3567757;0.3461576;0.3398225;0.3366076;0.3354046;0.3357079;0.3378518;0.3423777;0.3495051;0.3593541;0.3710691;0.3838666;0.3976010;0.4118787;0.4263008;0.4410775;0.4556192;0.4696828;0.4835470;0.4970082;0.5098158;0.5222937;0.5341688;0.5450990;0.5555739;0.5653872;0.5744106;0.5828818;0.5909350;0.5981707;0.6050272;0.6112083;0.6166766;0.6217715;0.6261854;0.6300977;0.6336104;0.6364927;0.6388522;0.6405423;0.6414730;0.6419562
"4347_2022-07-11_HD";"Greenhouse";"HT";0.7369756;0.7637118;0.7891295;0.8145793;0.8371509;0.8555486;0.8704419;0.8776255;0.8813888;0.8848023;0.8880118;0.8909403;0.8944676;0.8983129;0.9019123;0.9056712;0.9093249;0.9127953;0.9163425;0.9197139;0.9225883;0.9249861;0.9268976;0.9286020;0.9298234;0.9306614;0.9311624;0.9309956;0.9307835;0.9304013;0.9295613;0.9284021;0.9268596;0.9249314;0.9225318;0.9185577;0.9104240;0.8956288;0.8812545;0.8692745;0.8603601;0.8553567;0.8529188;0.8515417;0.8502241;0.8489757;0.8485519;0.8489743;0.8506280;0.8528298;0.8554239;0.8581441;0.8606058;0.8628649;0.8649847;0.8666274;0.8679054;0.8684413;0.8682616;0.8674049;0.8659192;0.8631039;0.8590265;0.8538433;0.8470672;0.8385350;0.8279314;0.8152332;0.8009709;0.7857245;0.7704096;0.7559442;0.7421069;0.7273404;0.7090439;0.6830409;0.6446927;0.5923712;0.5303284;0.4691080;0.4176538;0.3792755;0.3529049;0.3357293;0.3247687;0.3181276;0.3147480;0.3134868;0.3136539;0.3156404;0.3199884;0.3267979;0.3362567;0.3474505;0.3597469;0.3730121;0.3869172;0.4009766;0.4153151;0.4295582;0.4433622;0.4569428;0.4702188;0.4828196;0.4951770;0.5069059;0.5176997;0.5281442;0.5379786;0.5470303;0.5556073;0.5638296;0.5713340;0.5784615;0.5848541;0.5905701;0.5959440;0.6006024;0.6046835;0.6082595;0.6112186;0.6136388;0.6153741;0.6161412;0.6163118
"4349_2022-07-11_HD";"Greenhouse";"HT";0.7517793;0.7802074;0.8059082;0.8328132;0.8567098;0.8758542;0.8910890;0.8991844;0.9024587;0.9057416;0.9092899;0.9123371;0.9161847;0.9203502;0.9242173;0.9278187;0.9318589;0.9357223;0.9387962;0.9421811;0.9453750;0.9478381;0.9500041;0.9518245;0.9529389;0.9536579;0.9539215;0.9540947;0.9539436;0.9532276;0.9522845;0.9511722;0.9496448;0.9476440;0.9449844;0.9406960;0.9323788;0.9175604;0.9020471;0.8889087;0.8795678;0.8746994;0.8726269;0.8714225;0.8701450;0.8690563;0.8687575;0.8691500;0.8706810;0.8728995;0.8754143;0.8779450;0.8803413;0.8825964;0.8845861;0.8861474;0.8873003;0.8876880;0.8875025;0.8865970;0.8848068;0.8817069;0.8775128;0.8719127;0.8645831;0.8554081;0.8440898;0.8306783;0.8155432;0.7994430;0.7833082;0.7681361;0.7536473;0.7381538;0.7188284;0.6913562;0.6508525;0.5958586;0.5314695;0.4685544;0.4163033;0.3778038;0.3517789;0.3349233;0.3243659;0.3180123;0.3148268;0.3135193;0.3138054;0.3157708;0.3201485;0.3270235;0.3365725;0.3479041;0.3604392;0.3738825;0.3880077;0.4024293;0.4171823;0.4318113;0.4461053;0.4601567;0.4739229;0.4870727;0.4999378;0.5122396;0.5235516;0.5344592;0.5447630;0.5541887;0.5631097;0.5715604;0.5793259;0.5866875;0.5932781;0.5991618;0.6046471;0.6093714;0.6135321;0.6170976;0.6201135;0.6225972;0.6243455;0.6252008;0.6255021
